SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1564331214,677.0999999,20190728 11:26:53,11:26:53,32,1564331206,0.00109574,5.519316025,392.9042258,285.1204885,28.19385404,38.85194098,0.089096969,2.241526633,0.08717527,0.054653749,24.78638612,30.21526262,29.84139032,4.221789074,69.40844562,3.024418139,4.357420933,1.197370935,-48.32211618,66.58491663,6.612625391,49.66181196,-0.040956019,0.045976719,3.440083004,3,1,1,0,51641.81604,150.0095161,126.4583482,0.843002174,0.196004348,0: Broadleaf,1564331206,392.9042258,400.0439032,30.58551613,29.31086774,500.008871,98.78386452,0.100134252,30.39238387,29.84139032,999.9,0,0,9998.336452,0,95.87819355,150.0095161,0.899919226,0.100080835,0,2.516622581,0,1850.690968,1209.686452,37.58232258,41.875,39.87093548,41.062,38.69106452,134.9958065,15.0116129,0,1564331254,2.510636,-0.098853832,-82.32846147,1849.7444,15,1564329802,11:03:21,1,-0.171,0.556,394,31,0.38,0.09,392.9087805,-0.147303136,0.026312857,1,30.53469268,0.987750523,0.097997537,1,29.83238293,0.179993728,0.017995066,1,3,3,3-Mar,100,100,-0.171,0.556,2,507.764,537.931,30.0008,30.4402,30.0004,30.2906,30.2977,21.1488,17.9377,100,30,400,29.3718,101.516,112.724
7,1564331312,775.0999999,20190728 11:28:31,11:28:31,24,1564331304,0.000763578,3.279507504,395.7156129,299.3527085,29.59953106,39.12774543,0.059602512,2.241568295,0.058735877,0.036786737,24.78310085,30.39158745,30.11799677,4.289410981,69.76972381,3.051689989,4.373945921,1.237720992,-33.67377721,41.14777022,4.093288952,36.35038282,-0.040957137,0.045977974,3.440157379,0,0,1,0,51631.79923,149.9923226,126.4436179,0.8430006,0.1960012,0: Broadleaf,1564331304,395.7156129,400.0135161,30.86304516,29.97505161,500.0113226,98.77830968,0.100137765,30.45849032,30.11799677,999.9,0,0,9999.171613,0,83.94456129,149.9923226,0.899994677,0.100005181,0,2.560670968,0,1902.895484,1209.575806,37.687,42.004,39.937,41.187,38.804,134.9932258,15.00258065,0,1564331352,2.53216,-1.316969241,-36.54692319,1902.472,15,1564329802,11:03:21,1,-0.171,0.556,394,31,0.38,0.09,395.7703171,-0.965874564,0.103679958,1,30.82100732,0.786194425,0.078836693,1,30.11298293,0.115687108,0.012049692,1,3,3,3-Mar,100,100,-0.171,0.556,2,514.581,538.15,30.0012,30.5268,30.0006,30.3709,30.379,21.1546,16.9317,100,30,400,29.8368,101.503,112.708
8,1564331461,924.0999999,20190728 11:31:00,11:31:00,9,1564331453,0.00147623,3.733771832,394.6955161,335.1070297,33.13631945,39.02859549,0.117575271,2.241812382,0.114253844,0.071699254,24.78533174,30.34682132,30.24870968,4.321693395,69.91973482,3.091961307,4.422158229,1.229732088,-65.10174347,48.51499997,4.833337126,13.03192537,-0.040963686,0.045985326,3.440593129,0,0,1,0,51607.21576,150.0059677,126.4551082,0.843000516,0.196001032,0: Broadleaf,1564331453,394.6955161,399.875129,31.26895161,29.55290323,500.0103226,98.78239677,0.100397419,30.65012258,30.24870968,999.9,0,0,10000.35677,0,104.9415161,150.0059677,0.899967097,0.100032826,0,2.450564516,0,1916.995806,1209.676129,37.87093548,42.23780645,40.125,41.387,38.98577419,135.0003226,15.00290323,0,1564331500,2.455708,-0.014876912,95.27846125,1917.5764,15,1564331357,11:29:17,2,0.003,0.501,400,31,0.21,0.23,394.7464878,-0.949379791,0.096318608,1,31.28014634,-0.179977003,0.020521483,1,30.24456585,0.076793728,0.008002366,1,3,3,3-Mar,100,100,0.003,0.501,2,515.499,535.798,30.0009,30.7089,30.0006,30.5349,30.5418,21.1401,18.3664,100,30,400,29.6311,101.472,112.673
9,1564331546,1009.1,20190728 11:32:25,11:32:25,40,1564331538,0.001587344,5.150228479,393.0604839,318.7031305,31.51497538,38.86780608,0.126264593,2.241777036,0.122442622,0.076860391,24.78416154,30.37828738,30.33404516,4.342882903,70.03654401,3.109243623,4.439458952,1.23363928,-70.001861,46.45807796,4.632004285,5.872382783,-0.040962738,0.045984262,3.440530028,5,1,1,0,51594.51233,149.9996129,126.4496872,0.84300009,0.196000181,0: Broadleaf,1564331538,393.0604839,399.9892581,31.44300968,29.59814516,500.0149032,98.7848129,0.100238319,30.71844516,30.33404516,999.9,0,0,9999.880645,0,91.39051935,149.9996129,0.900004161,0.099996148,0,2.399348387,0,1974.540645,1209.638065,37.99593548,42.375,40.25,41.562,39.11483871,135.0012903,15.00064516,0,1564331586,2.408896,-0.399738453,-208.3938465,1972.384,15,1564331357,11:29:17,2,0.003,0.501,400,31,0.21,0.23,393.1131707,-0.988703833,0.099170192,1,31.43448293,0.167972822,0.016578651,1,30.33036829,0.069984669,0.007358169,1,3,3,3-Mar,100,100,0.003,0.501,2,504.738,535.289,30.0007,30.8281,30.0006,30.644,30.6496,21.1482,19.2133,100,30,400,29.4603,101.454,112.649
10,1564331631,1094.1,20190728 11:33:50,11:33:50,27,1564331623,0.000558199,3.232976644,395.8794194,261.6437766,25.87302659,39.14711398,0.041077075,2.241412845,0.040663402,0.025451446,24.78244668,30.77913809,30.60365806,4.410426014,69.69399248,3.104560478,4.454559664,1.305865536,-24.61659506,21.05406042,2.102906911,23.32281895,-0.040952966,0.045973292,3.439879876,0,0,1,0,51572.6422,149.9980968,126.447631,0.842994903,0.195989806,0: Broadleaf,1564331623,395.8794194,400.0240645,31.39520323,30.74640968,500.0123548,98.78617742,0.100281613,30.77789032,30.60365806,999.9,0,0,9997.357097,0,29.03550645,149.9980968,0.900145516,0.099854123,0,2.42553871,0,2016.485806,1209.674516,38.11890323,42.437,40.375,41.687,39.23170968,135.0196774,14.97387097,0,1564331671,2.445064,0.186399994,64.03384635,2016.8368,15,1564331357,11:29:17,2,0.003,0.501,400,31,0.21,0.23,395.8895854,-0.225365854,0.026456569,1,31.34307317,0.960229965,0.097129848,1,30.6006878,0.036464111,0.006099348,1,3,3,3-Mar,100,100,0.003,0.501,2,514.651,535.805,30.0009,30.9505,30.0006,30.7603,30.7673,21.1809,16.1022,100,30,400,30.6228,101.434,112.627
11,1564331717,1180.1,20190728 11:35:16,11:35:16,23,1564331709,0.001200106,2.575223986,396.3381613,343.5013673,33.96766192,39.1925097,0.093231999,2.241898807,0.091130395,0.057141372,24.78670382,30.57135332,30.44630323,4.370895348,69.97433174,3.117958657,4.45586057,1.252936691,-52.92467176,40.69532916,4.060767128,16.61812835,-0.040966005,0.04598793,3.440747422,0,0,1,0,51587.52113,150.0115161,126.4600275,0.843002129,0.196004258,0: Broadleaf,1564331709,396.3381613,399.9990645,31.53066774,30.13600323,500.0195161,98.78606774,0.100472903,30.78300323,30.44630323,999.9,0,0,10000.55129,0,31.35074516,150.0115161,0.899920903,0.10007911,0,2.481564516,0,1397.147097,1209.703226,38.2113871,42.504,40.48780645,41.75,39.31606452,134.9980645,15.0116129,0,1564331757,2.473016,0.177346149,7.996923134,1397.372,15,1564331357,11:29:17,2,0.003,0.501,400,31,0.21,0.23,396.3842927,-0.933595819,0.093990981,1,31.55016098,-0.358812544,0.036258717,1,30.44466829,0.034843902,0.005710471,1,3,3,3-Mar,100,100,0.003,0.501,2,512.115,533.85,30.0007,31.0735,30.0006,30.8786,30.8842,21.1509,17.8267,100,30,400,30.2144,101.413,112.605
12,1564331811,1274.1,20190728 11:36:50,11:36:50,34,1564331803,0.001517744,4.198471255,394.2654194,327.9809614,32.43121658,38.98551657,0.117422912,2.2423421,0.114110716,0.071609003,24.78221344,30.50509023,30.54589677,4.395879196,70.1048082,3.130748752,4.465811735,1.265130445,-66.93252743,33.38646276,3.333078174,-5.430773067,-0.040977902,0.046001285,3.441538858,0,0,1,0,51595.14398,149.9862903,126.4385908,0.843000987,0.196001974,0: Broadleaf,1564331803,394.2654194,400.0213871,31.66165484,29.89810968,500.0235161,98.78094516,0.100454677,30.82207097,30.54589677,999.9,0,0,10003.97419,0,34.72669677,149.9862903,0.899964161,0.100035923,0,2.424177419,0,1819.071613,1209.515161,38.32419355,42.625,40.59451613,41.875,39.437,134.9825806,15.00354839,0,1564331851,2.418068,0.287123076,-10.28923072,1818.9032,15,1564331357,11:29:17,2,0.003,0.501,400,31,0.21,0.23,394.317,-0.911059233,0.095477491,1,31.67531463,-0.275579791,0.027215182,1,30.54567561,0.004469686,0.003716134,1,3,3,3-Mar,100,100,0.003,0.501,2,513.964,532.471,30.0008,31.2123,30.0007,31.0123,31.0179,21.1472,19.9089,100,30,400,29.7754,101.39,112.576
13,1564331959,1422.1,20190728 11:39:18,11:39:18,22,1564331951,0.00277688,5.008815129,392.5179355,348.8624656,34.49704725,38.81389116,0.232165434,2.241471864,0.219585457,0.138314339,24.78322663,30.15705277,30.36843871,4.351448667,70.21942961,3.148377099,4.483626706,1.203071568,-122.4604226,63.2468747,6.31323431,-28.11708699,-0.04095455,0.04597507,3.439985233,0,0,1,0,51555.16945,149.9892258,126.4413461,0.843002858,0.196005717,0: Broadleaf,1564331951,392.5179355,399.8364194,31.83897419,28.61284194,500.0044194,98.78385161,0.100524484,30.89182258,30.36843871,999.9,0,0,9997.979032,0,36.37601935,149.9892258,0.899903516,0.100096587,0,2.440719355,0,1832.302258,1209.518387,38.522,42.804,40.786,42.062,39.625,134.976129,15.01322581,0,1564331998,2.447148,0.537869232,-58.10538451,1831.8412,15,1564331850,11:37:30,3,0.148,0.448,400,30,0.48,0.16,392.569439,-0.864543554,0.098965884,1,31.8850439,-0.883885714,0.08808922,1,30.36993659,-0.032979094,0.004864142,1,3,3,3-Mar,100,100,0.148,0.448,2,516.629,528.801,30.001,31.4418,30.0007,31.2341,31.2388,21.1235,25.0918,100,30,400,28.4992,101.355,112.533
14,1564332061,1524.1,20190728 11:41:00,11:41:00,28,1564332053,0.001220541,3.95014616,394.7305484,315.4094468,31.1882979,39.03172229,0.090109206,2.241444565,0.088144043,0.055263019,24.7847113,30.77509958,30.77100645,4.452808683,69.54141806,3.136121418,4.509717382,1.316687265,-53.82584754,26.89135686,2.690989997,0.541210622,-0.040953817,0.045974248,3.4399365,0,0,1,0,51536.97054,149.9996774,126.4500281,0.843002,0.196004,0: Broadleaf,1564332053,394.7305484,400.0487097,31.71581613,30.29766129,500.0146452,98.78084839,0.101091323,30.99354194,30.77100645,999.9,0,0,9998.104194,0,37.41002903,149.9996774,0.899934,0.100066,0,2.415835484,0,2056.79871,1209.612903,38.683,42.937,40.935,42.187,39.75,134.99,15.01,0,1564332100,2.411356,0.856623078,45.15846144,2057.2904,15,1564331850,11:37:30,3,0.148,0.448,400,30,0.48,0.16,394.7230244,0.148557491,0.02048615,1,31.66557561,0.940889895,0.094257879,1,30.76424634,0.140519164,0.014257443,1,3,3,3-Mar,100,100,0.148,0.448,2,516.105,530.251,30.0012,31.6123,30.0009,31.4029,31.409,21.1564,19.7882,100,30,400,30.2792,101.325,112.501
15,1564332165,1628.1,20190728 11:42:44,11:42:44,29,1564332157,0.001801636,5.181984424,392.9075484,325.192135,32.15555377,38.85136951,0.141862601,2.241579277,0.137056946,0.086078798,24.7848671,30.65862399,30.66171613,4.425089816,70.10328185,3.17522753,4.529356467,1.249862287,-79.45213162,49.31262011,4.933562182,-0.421082228,-0.040957432,0.045978305,3.440176984,0,0,1,0,51528.40264,150.0011935,126.4512558,0.843001665,0.196003329,0: Broadleaf,1564332157,392.9075484,399.975129,32.11137419,30.01890968,500.0178387,98.7804129,0.101295194,31.06977097,30.66171613,999.9,0,0,9999.030645,0,44.60975161,150.0011935,0.899938355,0.100061584,0,2.377732258,0,2238.759677,1209.626452,38.812,43.11687097,41.062,42.34858065,39.903,134.9922581,15.0083871,0,1564332205,2.380596,-0.604592312,16.48538503,2234.6808,15,1564331850,11:37:30,3,0.148,0.448,400,30,0.48,0.16,392.9576585,-0.981533101,0.099504531,1,32.10702439,0.108022997,0.011546128,1,30.65855366,0.061110105,0.006744215,1,3,3,3-Mar,100,100,0.148,0.448,2,516.402,528.495,30.0012,31.8115,30.0008,31.595,31.6005,21.1391,22.712,100,30,400,29.8253,101.291,112.463
16,1564332254,1717.1,20190728 11:44:13,11:44:13,13,1564332246,0.001243771,5.083745281,393.3568387,295.5551314,29.22426897,38.89482819,0.091933483,2.241832538,0.089889263,0.056360668,24.78427202,30.95699369,30.93402903,4.494436517,69.74302339,3.17936396,4.558683874,1.315072556,-54.8502952,30.09962566,3.016760738,3.050363218,-0.040964227,0.045985934,3.440629113,0,0,1,0,51517.34549,149.9993226,126.4495267,0.843000652,0.196001303,0: Broadleaf,1564332246,393.3568387,400.044,32.15400645,30.70956452,500.032,98.77754516,0.10170229,31.18307097,30.93402903,999.9,0,0,10000.98,0,37.15935806,149.9993226,0.899989161,0.10001071,0,2.432445161,0,2397.213871,1209.63,38.95325806,43.25,41.23780645,42.5,40.056,134.9964516,15.00322581,0,1564332294,2.421184,0.090523074,-115.7776927,2395.6652,15,1564331850,11:37:30,3,0.148,0.448,400,30,0.48,0.16,393.3767073,-0.332675958,0.04886629,1,32.10112195,0.94468223,0.097378616,1,30.92750976,0.136565854,0.014421001,1,3,3,3-Mar,100,100,0.148,0.448,2,514.944,528.591,30.0014,32.0025,30.0009,31.7796,31.7859,21.1541,20.9873,100,30,400,30.628,101.264,112.427
